Garhwali,RomanGarhwali,Hindi,English
यु ब्योली भलू हैइ,Yu byoli bhlu haii.,यह बहुत अच्छा हुआ,This happened very well.
सब ठीक होलु,Sab theek holu.,सब ठीक हो जाएगा,Everything will be fine.
मी घर जौलू,mi ghar jaalu,मैं घर जा रहा हूँ,I am going home.
छाय ल्या वा,chai lya wa,चाय पी लो,Drink the tea.
खाणू तैयार छ,khanu tayyar ch,खाना तैयार है,Food is ready.
ब्योली स्वादिष्ट छ,byoli swadisht ch,बहुत स्वादिष्ट है,Very tasty.
थोड़ा और ल्या वा,thoda aur lya wa,थोड़ा और लो,Take a little more.
मेरु पेट भरि गयू,meru pet bhari gayu,मुझे पेट भर गया,I am full.
मीठु खाला,meethu khala,मीठा खाओगे?,Will you eat sweets?
दही छ,dahi ch,दही है?,Is there curd?
दूध छाही,dudh chahi,दूध चाहिए,I need milk.
यू ठंडु छ,yu thandu ch,यह ठंडा है,This is cold.
यू गरमु छ,yu garmu ch,यह गरम है,This is hot.
म्यार दादु जी,myar dadu ji,मेरे दादा जी,My grandfather.
म्यार दादु जी,myar dadu ji,मेरी दादी जी,My grandmother.
मेरी सासु,meri sasu,मेरी सास,My mother-in-law.
मेरु ससुर,meru sasur,मेरा ससुर,My father-in-law.
म्यार जवैं,myar jawain,मेरा पति,My husband.
म्यार ब्वारी,myar bwari,मेरी पत्नी,My wife.
म्यार नाती,myar nati,मेरा पोता,My grandson.
म्यार नतेण,myar naten,मेरी पोती,My granddaughter.
म्यार नौनु,myar nonu,मेरा बेटा,My son.
म्यार नौनी,myar noni,मेरी बेटी,My daughter.
यू कुन सा रंग छ,yu kon sa rang ch,यह कौन सा रंग है?,What color is this?
हर्यु रंग,haryu rang,हरा रंग,Green color.
पीलू रंग,peelu rang,पीला रंग,Yellow color.
रातु रंग,ratu rang,लाल रंग,Red color.
निळगु रंग,nilagu rang,नीला रंग,Blue color.
भूगरु रंग,bhugru rang,भूरा रंग,Brown color.
गुलाबी रंग,gulabi rang,गुलाबी रंग,Pink color.
नारंगी रंग,narangi rang,नारंगी रंग,Orange color.
सफेद छ,safed ch,सफेद है,It is white.
कालू छ,kaaloo ch,काला है,It is black.
यू नया छ,yu naya ch,यह नया है,This is new.
यू पुराणो छ,yu purano ch,यह पुराना है,This is old.
यू साफ छ,yu saaf ch,यह साफ है,This is clean.
यू गंदु छ,yu gandu ch,यह गंदा है,This is dirty.
यू हलकु छ,yu halku ch,यह हल्का है,This is light.
यू गर्रु छ,yu garru ch,यह भारी है,This is heavy.
यू लूणीनू छ,yu luninu ch,यह नमकीन है,This is salty.
यू मीठु छ,yu meethu ch,यह मीठा है,This is sweet.
यू तीखु छ,yu teekhu ch,यह तीखा है,This is spicy.
यू कडवु छ,yu kadvu ch,यह कड़वा है,This is bitter.
यू खट्टु छ,yu khattu ch,यह खट्टा है,This is sour.
मि तैं नींद औंदी छ,mi tai neend aundi ch,मुझे नींद आ रही है,I am feeling sleepy.
मी सुती नी पैयू,mi soti ni payu,मैं सो नहीं पाया,I couldnt sleep.
मि तैं जागणु छ,mi tai jaganu ch,मुझे जागना है,I want to wake up.
मि तैं सपनु ऐछी,mi tai sapnu ai,मुझे सपना आया,I had a dream.
मी तैयार छौं,mi tayyar chon,मैं तैयार हूँ,I am ready.
मी तैयार नी छौं,mi tayyar ni chon,मैं तैयार नहीं हूँ,I am not ready.
मि तैं बाट छ,mi tai baat ch,मुझे इंतजार है,I am waiting.
बाट देखा,baat dekha,इंतजार करो,Wait.
नी जावा,ni java,मत जाओ,Dont go.
यख रुका,yakh ruka,यहाँ रुको,Stop here.
जल्दी करा,jaldi kara,जल्दी करो,Hurry up.
धीरे करा,dheere kara,धीरे करो,Do it slowly.
मि तैं यू देखावा,mi tai yu dekhawa,मुझे यह दिखाओ,Show me this.
मि तैं यू दे,mi tai yu de,मुझे यह दो,Give me this.
यू ल्या वा,yu lya wa,यह ले लो,Take this.
मि तैं लेणु छ,mi tai lenu ch,मुझे लेना है,I have to take.
मि तैं देणु छ,mi tai denu ch,मुझे देना है,I have to give.
मी समझि गयू,mi samajh gayu,मैं समझ गया,I understood.
मी नी समझि पैयू,mi ni samajh payu,मैं नहीं समझा,I didnt understand.
समझावा,samjhawa,समझाओ,Explain.
मि तैं गुस्सै औणु छ,mi tai gussai aunu ch,मुझे गुस्सा आ रहा है,I am getting angry.
शांत है जावा,shant hai java,शांत हो जाओ,Calm down.
क्या हैइ,kya hai,क्या हो गया?,What happened?
कछु नी हैइ,kachu ni hai,कुछ नहीं हुआ,Nothing happened.
यू मेरु छ,yu meru ch,यह मेरा है,This is mine.
यू तेरु छ,yu teru ch,यह तुम्हारा है,This is yours.
यू वेका छ,yu veka ch,यह उनका है,This is his/hers.
यू हमारु छ,yu hamaru ch,यह हमारा है,This is ours.
मि तैं पढ़णु छ,mi tai padhnu ch,मुझे पढ़ना है,I have to read.
मि तैं लिखणु छ,mi tai likhnu ch,मुझे लिखना है,I have to write.
मि तैं सिखणु छ,mi tai sikhnu ch,मुझे सीखना है,I have to learn.
मि तैं सिखावा,mi tai sikhawa,मुझे सिखाओ,Teach me.
वु म्यार दगड़्या छ,vu myar dagadya ch,वह मेरा दोस्त है,He is my friend.
वु म्यार दगड़्याणी छ,vu myar dagadyani ch,वह मेरी सहेली है,She is my friend.
आम दुयूं,aam duyu,हम दोनों,Both of us.
वे सब्बि,ve sabbi,वे सब,All of them.
मी एकल छौं,mi ekal chon,मैं अकेला हूँ,I am alone.
तुम एकल छा,tum ekal cha,तुम अकेले हो?,Are you alone?
सबेरे कु समय,saberay ku samay,सुबह का समय,Morning time.
दुपहरे कु समय,dupahare ku samay,दोपहर का समय,Afternoon time.
सांझ कु समय,sanjh ku samay,शाम का समय,Evening time.
राति कु समय,rati ku samay,रात का समय,Night time.
आज राति,aaj rati,आज रात,Tonight.
